File Path,Actual Species,Predicted Species,Confidence Score (%),Correct Prediction
/content/test/KAKAPO/3.jpg,KAKAPO,KAKAPO,99.38,True
/content/test/KAKAPO/4.jpg,KAKAPO,KAKAPO,99.8,True
/content/test/KAKAPO/5.jpg,KAKAPO,KAKAPO,99.85,True
/content/test/KILLDEAR/1.jpg,KILLDEAR,KILLDEAR,99.45,True
/content/test/KILLDEAR/2.jpg,KILLDEAR,KILLDEAR,99.98,True
/content/test/KILLDEAR/3.jpg,KILLDEAR,KILLDEAR,99.96,True
/content/test/KILLDEAR/4.jpg,KILLDEAR,KILLDEAR,99.04,True
/content/test/KILLDEAR/5.jpg,KILLDEAR,KILLDEAR,86.95,True
/content/test/KING EIDER/1.jpg,KING EIDER,KING EIDER,97.78,True
/content/test/KING EIDER/2.jpg,KING EIDER,KING EIDER,86.95,True
/content/test/KING EIDER/3.jpg,KING EIDER,KING EIDER,99.91,True
/content/test/KING EIDER/4.jpg,KING EIDER,KING EIDER,99.24,True
/content/test/KING EIDER/5.jpg,KING EIDER,KING EIDER,97.84,True
/content/test/KING VULTURE/1.jpg,KING VULTURE,KING VULTURE,99.95,True
/content/test/KING VULTURE/2.jpg,KING VULTURE,KING VULTURE,99.99,True
/content/test/KING VULTURE/3.jpg,KING VULTURE,KING VULTURE,99.96,True
/content/test/KING VULTURE/4.jpg,KING VULTURE,KING VULTURE,95.44,True
/content/test/KING VULTURE/5.jpg,KING VULTURE,KING VULTURE,99.79,True
/content/test/KIWI/1.jpg,KIWI,KIWI,99.95,True
/content/test/KIWI/2.jpg,KIWI,KIWI,99.98,True
/content/test/KIWI/3.jpg,KIWI,KIWI,100.0,True
/content/test/KIWI/4.jpg,KIWI,KIWI,99.99,True
/content/test/KIWI/5.jpg,KIWI,KIWI,100.0,True
/content/test/KNOB BILLED DUCK/1.jpg,KNOB BILLED DUCK,KNOB BILLED DUCK,89.41,True
/content/test/KNOB BILLED DUCK/2.jpg,KNOB BILLED DUCK,KNOB BILLED DUCK,92.39,True
/content/test/KNOB BILLED DUCK/3.jpg,KNOB BILLED DUCK,KNOB BILLED DUCK,99.99,True
/content/test/KNOB BILLED DUCK/4.jpg,KNOB BILLED DUCK,KNOB BILLED DUCK,85.12,True
/content/test/KNOB BILLED DUCK/5.jpg,KNOB BILLED DUCK,GREAT TINAMOU,60.92,False
/content/test/KOOKABURRA/1.jpg,KOOKABURRA,KOOKABURRA,42.58,True
/content/test/KOOKABURRA/2.jpg,KOOKABURRA,KOOKABURRA,99.82,True
/content/test/KOOKABURRA/3.jpg,KOOKABURRA,KOOKABURRA,86.04,True
/content/test/KOOKABURRA/4.jpg,KOOKABURRA,KOOKABURRA,99.95,True
/content/test/KOOKABURRA/5.jpg,KOOKABURRA,KOOKABURRA,99.98,True
/content/test/LARK BUNTING/1.jpg,LARK BUNTING,LARK BUNTING,96.95,True
/content/test/LARK BUNTING/2.jpg,LARK BUNTING,LARK BUNTING,99.95,True
/content/test/LARK BUNTING/3.jpg,LARK BUNTING,LARK BUNTING,99.41,True
/content/test/LARK BUNTING/4.jpg,LARK BUNTING,LARK BUNTING,98.09,True
/content/test/LARK BUNTING/5.jpg,LARK BUNTING,LARK BUNTING,97.13,True
/content/test/LAUGHING GULL/1.jpg,LAUGHING GULL,LAUGHING GULL,98.53,True
/content/test/LAUGHING GULL/2.jpg,LAUGHING GULL,IVORY GULL,52.81,False
/content/test/LAUGHING GULL/3.jpg,LAUGHING GULL,LAUGHING GULL,96.35,True
/content/test/LAUGHING GULL/4.jpg,LAUGHING GULL,POMARINE JAEGER,52.9,False
/content/test/LAUGHING GULL/5.jpg,LAUGHING GULL,LAUGHING GULL,99.77,True
/content/test/LAZULI BUNTING/1.jpg,LAZULI BUNTING,LAZULI BUNTING,50.6,True
/content/test/LAZULI BUNTING/2.jpg,LAZULI BUNTING,LAZULI BUNTING,77.32,True
/content/test/LAZULI BUNTING/3.jpg,LAZULI BUNTING,LAZULI BUNTING,86.06,True
/content/test/LAZULI BUNTING/4.jpg,LAZULI BUNTING,LAZULI BUNTING,91.82,True
/content/test/LAZULI BUNTING/5.jpg,LAZULI BUNTING,LAZULI BUNTING,84.88,True
/content/test/LESSER ADJUTANT/1.jpg,LESSER ADJUTANT,MARABOU STORK,84.39,False
/content/test/LESSER ADJUTANT/2.jpg,LESSER ADJUTANT,LESSER ADJUTANT,64.99,True
/content/test/LESSER ADJUTANT/3.jpg,LESSER ADJUTANT,LESSER ADJUTANT,98.18,True
/content/test/LESSER ADJUTANT/4.jpg,LESSER ADJUTANT,LESSER ADJUTANT,72.25,True
/content/test/LESSER ADJUTANT/5.jpg,LESSER ADJUTANT,MARABOU STORK,83.8,False
/content/test/LILAC ROLLER/1.jpg,LILAC ROLLER,MILITARY MACAW,37.02,False
/content/test/LILAC ROLLER/2.jpg,LILAC ROLLER,LILAC ROLLER,99.12,True
/content/test/LILAC ROLLER/3.jpg,LILAC ROLLER,LILAC ROLLER,99.12,True
/content/test/LILAC ROLLER/4.jpg,LILAC ROLLER,LILAC ROLLER,95.97,True
/content/test/LILAC ROLLER/5.jpg,LILAC ROLLER,LILAC ROLLER,63.14,True
/content/test/LIMPKIN/1.jpg,LIMPKIN,LIMPKIN,99.99,True
/content/test/LIMPKIN/2.jpg,LIMPKIN,LIMPKIN,97.84,True
/content/test/LIMPKIN/3.jpg,LIMPKIN,LIMPKIN,96.06,True
/content/test/LIMPKIN/4.jpg,LIMPKIN,LIMPKIN,99.77,True
/content/test/LIMPKIN/5.jpg,LIMPKIN,LIMPKIN,100.0,True
/content/test/LITTLE AUK/1.jpg,LITTLE AUK,LITTLE AUK,99.01,True
/content/test/LITTLE AUK/2.jpg,LITTLE AUK,LITTLE AUK,87.23,True
/content/test/LITTLE AUK/3.jpg,LITTLE AUK,LITTLE AUK,97.35,True
/content/test/LITTLE AUK/4.jpg,LITTLE AUK,LITTLE AUK,99.88,True
/content/test/LITTLE AUK/5.jpg,LITTLE AUK,LITTLE AUK,99.37,True
/content/test/LOGGERHEAD SHRIKE/1.jpg,LOGGERHEAD SHRIKE,CLARKS NUTCRACKER,66.76,False
/content/test/LOGGERHEAD SHRIKE/2.jpg,LOGGERHEAD SHRIKE,TREE SWALLOW,54.48,False
/content/test/LOGGERHEAD SHRIKE/3.jpg,LOGGERHEAD SHRIKE,LOGGERHEAD SHRIKE,88.73,True
/content/test/LOGGERHEAD SHRIKE/4.jpg,LOGGERHEAD SHRIKE,LOGGERHEAD SHRIKE,95.51,True
/content/test/LOGGERHEAD SHRIKE/5.jpg,LOGGERHEAD SHRIKE,BLACK BAZA,33.91,False
/content/test/LONG-EARED OWL/1.jpg,LONG-EARED OWL,LONG-EARED OWL,97.08,True
/content/test/LONG-EARED OWL/2.jpg,LONG-EARED OWL,LONG-EARED OWL,99.91,True
/content/test/LONG-EARED OWL/3.jpg,LONG-EARED OWL,LONG-EARED OWL,81.77,True
/content/test/LONG-EARED OWL/4.jpg,LONG-EARED OWL,LONG-EARED OWL,89.31,True
/content/test/LONG-EARED OWL/5.jpg,LONG-EARED OWL,LONG-EARED OWL,93.8,True
/content/test/LOONEY BIRDS/1.jpg,LOONEY BIRDS,LOONEY BIRDS,99.98,True
/content/test/LOONEY BIRDS/2.jpg,LOONEY BIRDS,LOONEY BIRDS,99.96,True
/content/test/LOONEY BIRDS/3.jpg,LOONEY BIRDS,LOONEY BIRDS,99.92,True
/content/test/LOONEY BIRDS/4.jpg,LOONEY BIRDS,LOONEY BIRDS,99.96,True
/content/test/LOONEY BIRDS/5.jpg,LOONEY BIRDS,LOONEY BIRDS,99.32,True
/content/test/LUCIFER HUMMINGBIRD/1.jpg,LUCIFER HUMMINGBIRD,LUCIFER HUMMINGBIRD,97.94,True
/content/test/LUCIFER HUMMINGBIRD/2.jpg,LUCIFER HUMMINGBIRD,ANNAS HUMMINGBIRD,75.15,False
/content/test/LUCIFER HUMMINGBIRD/3.jpg,LUCIFER HUMMINGBIRD,LUCIFER HUMMINGBIRD,52.02,True
/content/test/LUCIFER HUMMINGBIRD/4.jpg,LUCIFER HUMMINGBIRD,LUCIFER HUMMINGBIRD,94.12,True
/content/test/LUCIFER HUMMINGBIRD/5.jpg,LUCIFER HUMMINGBIRD,AMETHYST WOODSTAR,50.64,False
/content/test/MAGPIE GOOSE/1.jpg,MAGPIE GOOSE,MAGPIE GOOSE,99.59,True
/content/test/MAGPIE GOOSE/2.jpg,MAGPIE GOOSE,MAGPIE GOOSE,39.04,True
/content/test/MAGPIE GOOSE/3.jpg,MAGPIE GOOSE,MAGPIE GOOSE,98.76,True
/content/test/MAGPIE GOOSE/4.jpg,MAGPIE GOOSE,MAGPIE GOOSE,99.27,True
/content/test/MAGPIE GOOSE/5.jpg,MAGPIE GOOSE,MAGPIE GOOSE,79.86,True
/content/test/MALABAR HORNBILL/1.jpg,MALABAR HORNBILL,MALABAR HORNBILL,99.93,True
/content/test/MALABAR HORNBILL/2.jpg,MALABAR HORNBILL,MALABAR HORNBILL,99.97,True
/content/test/MALABAR HORNBILL/3.jpg,MALABAR HORNBILL,MALABAR HORNBILL,99.92,True
/content/test/MALABAR HORNBILL/4.jpg,MALABAR HORNBILL,MALABAR HORNBILL,99.95,True
/content/test/MALABAR HORNBILL/5.jpg,MALABAR HORNBILL,MALABAR HORNBILL,87.16,True
/content/test/MALACHITE KINGFISHER/1.jpg,MALACHITE KINGFISHER,MALACHITE KINGFISHER,86.36,True
/content/test/MALACHITE KINGFISHER/2.jpg,MALACHITE KINGFISHER,MALACHITE KINGFISHER,99.58,True
/content/test/MALACHITE KINGFISHER/3.jpg,MALACHITE KINGFISHER,MALACHITE KINGFISHER,93.68,True
/content/test/MALACHITE KINGFISHER/4.jpg,MALACHITE KINGFISHER,MALACHITE KINGFISHER,78.12,True
/content/test/MALACHITE KINGFISHER/5.jpg,MALACHITE KINGFISHER,MALACHITE KINGFISHER,72.11,True
/content/test/MALAGASY WHITE EYE/1.jpg,MALAGASY WHITE EYE,MALAGASY WHITE EYE,98.32,True
/content/test/MALAGASY WHITE EYE/2.jpg,MALAGASY WHITE EYE,MALAGASY WHITE EYE,99.0,True
/content/test/MALAGASY WHITE EYE/3.jpg,MALAGASY WHITE EYE,MALAGASY WHITE EYE,38.84,True
/content/test/MALAGASY WHITE EYE/4.jpg,MALAGASY WHITE EYE,MALAGASY WHITE EYE,60.02,True
/content/test/MALAGASY WHITE EYE/5.jpg,MALAGASY WHITE EYE,MALAGASY WHITE EYE,98.54,True
/content/test/MALEO/1.jpg,MALEO,MALEO,99.26,True
/content/test/MALEO/2.jpg,MALEO,MALEO,99.93,True
/content/test/MALEO/3.jpg,MALEO,MALEO,99.16,True
/content/test/MALEO/4.jpg,MALEO,MALEO,99.43,True
/content/test/MALEO/5.jpg,MALEO,MALEO,96.09,True
/content/test/MALLARD DUCK/1.jpg,MALLARD DUCK,MALLARD DUCK,44.2,True
/content/test/MALLARD DUCK/2.jpg,MALLARD DUCK,MALLARD DUCK,99.51,True
/content/test/MALLARD DUCK/3.jpg,MALLARD DUCK,MALLARD DUCK,97.75,True
/content/test/MALLARD DUCK/4.jpg,MALLARD DUCK,MALLARD DUCK,99.74,True
/content/test/MALLARD DUCK/5.jpg,MALLARD DUCK,MALLARD DUCK,99.94,True
/content/test/MANDRIN DUCK/1.jpg,MANDRIN DUCK,MANDRIN DUCK,99.97,True
/content/test/MANDRIN DUCK/2.jpg,MANDRIN DUCK,MANDRIN DUCK,99.84,True
/content/test/MANDRIN DUCK/3.jpg,MANDRIN DUCK,MANDRIN DUCK,100.0,True
/content/test/MANDRIN DUCK/4.jpg,MANDRIN DUCK,MANDRIN DUCK,100.0,True
/content/test/MANDRIN DUCK/5.jpg,MANDRIN DUCK,MANDRIN DUCK,100.0,True
/content/test/MANGROVE CUCKOO/1.jpg,MANGROVE CUCKOO,GOLDEN PIPIT,24.38,False
/content/test/MANGROVE CUCKOO/2.jpg,MANGROVE CUCKOO,MANGROVE CUCKOO,98.06,True
/content/test/MANGROVE CUCKOO/3.jpg,MANGROVE CUCKOO,CRESTED SERPENT EAGLE,39.74,False
/content/test/MANGROVE CUCKOO/4.jpg,MANGROVE CUCKOO,MANGROVE CUCKOO,98.67,True
/content/test/MANGROVE CUCKOO/5.jpg,MANGROVE CUCKOO,MANGROVE CUCKOO,99.33,True
/content/test/MARABOU STORK/1.jpg,MARABOU STORK,MARABOU STORK,98.56,True
/content/test/MARABOU STORK/2.jpg,MARABOU STORK,ASIAN OPENBILL STORK,50.14,False
/content/test/MARABOU STORK/3.jpg,MARABOU STORK,MARABOU STORK,99.8,True
/content/test/MARABOU STORK/4.jpg,MARABOU STORK,MARABOU STORK,95.11,True
/content/test/MARABOU STORK/5.jpg,MARABOU STORK,MARABOU STORK,99.04,True
/content/test/MASKED BOBWHITE/1.jpg,MASKED BOBWHITE,MASKED BOBWHITE,78.21,True
/content/test/MASKED BOBWHITE/2.jpg,MASKED BOBWHITE,MASKED BOBWHITE,92.32,True
/content/test/MASKED BOBWHITE/3.jpg,MASKED BOBWHITE,MASKED BOBWHITE,65.2,True
/content/test/MASKED BOBWHITE/4.jpg,MASKED BOBWHITE,APOSTLEBIRD,27.48,False
/content/test/MASKED BOBWHITE/5.jpg,MASKED BOBWHITE,MASKED BOBWHITE,97.75,True
/content/test/MASKED BOOBY/1.jpg,MASKED BOOBY,MASKED BOOBY,50.42,True
/content/test/MASKED BOOBY/2.jpg,MASKED BOOBY,MASKED BOOBY,87.77,True
/content/test/MASKED BOOBY/3.jpg,MASKED BOOBY,NORTHERN GANNET,37.29,False
/content/test/MASKED BOOBY/4.jpg,MASKED BOOBY,ALBATROSS,99.1,False
/content/test/MASKED BOOBY/5.jpg,MASKED BOOBY,MASKED BOOBY,83.8,True
/content/test/MASKED LAPWING/1.jpg,MASKED LAPWING,MASKED LAPWING,97.74,True
/content/test/MASKED LAPWING/2.jpg,MASKED LAPWING,MASKED LAPWING,95.73,True
/content/test/MASKED LAPWING/3.jpg,MASKED LAPWING,MASKED LAPWING,99.74,True
/content/test/MASKED LAPWING/4.jpg,MASKED LAPWING,MASKED LAPWING,99.72,True
/content/test/MASKED LAPWING/5.jpg,MASKED LAPWING,MASKED LAPWING,75.33,True
/content/test/MCKAYS BUNTING/1.jpg,MCKAYS BUNTING,CLARKS NUTCRACKER,21.88,False
/content/test/MCKAYS BUNTING/2.jpg,MCKAYS BUNTING,MCKAYS BUNTING,99.69,True
/content/test/MCKAYS BUNTING/3.jpg,MCKAYS BUNTING,IVORY GULL,35.96,False
/content/test/MCKAYS BUNTING/4.jpg,MCKAYS BUNTING,MCKAYS BUNTING,75.99,True
/content/test/MCKAYS BUNTING/5.jpg,MCKAYS BUNTING,SMITHS LONGSPUR,70.45,False
/content/test/MERLIN/1.jpg,MERLIN,MERLIN,99.77,True
/content/test/MERLIN/2.jpg,MERLIN,MERLIN,88.05,True
/content/test/MERLIN/3.jpg,MERLIN,RED TAILED HAWK,21.3,False
/content/test/MERLIN/4.jpg,MERLIN,MERLIN,96.83,True
/content/test/MERLIN/5.jpg,MERLIN,MERLIN,94.44,True
/content/test/MIKADO  PHEASANT/1.jpg,MIKADO  PHEASANT,MIKADO  PHEASANT,88.28,True
/content/test/MIKADO  PHEASANT/2.jpg,MIKADO  PHEASANT,MIKADO  PHEASANT,90.92,True
/content/test/MIKADO  PHEASANT/3.jpg,MIKADO  PHEASANT,MIKADO  PHEASANT,97.24,True
/content/test/MIKADO  PHEASANT/4.jpg,MIKADO  PHEASANT,MIKADO  PHEASANT,99.74,True
/content/test/MIKADO  PHEASANT/5.jpg,MIKADO  PHEASANT,MIKADO  PHEASANT,99.79,True
/content/test/MILITARY MACAW/1.jpg,MILITARY MACAW,MILITARY MACAW,93.75,True
/content/test/MILITARY MACAW/2.jpg,MILITARY MACAW,MILITARY MACAW,96.7,True
/content/test/MILITARY MACAW/3.jpg,MILITARY MACAW,MILITARY MACAW,99.92,True
/content/test/MILITARY MACAW/4.jpg,MILITARY MACAW,MILITARY MACAW,99.88,True
/content/test/MILITARY MACAW/5.jpg,MILITARY MACAW,MILITARY MACAW,97.09,True
/content/test/MOURNING DOVE/1.jpg,MOURNING DOVE,MOURNING DOVE,92.07,True
/content/test/MOURNING DOVE/2.jpg,MOURNING DOVE,MOURNING DOVE,99.15,True
/content/test/MOURNING DOVE/3.jpg,MOURNING DOVE,MOURNING DOVE,99.86,True
/content/test/MOURNING DOVE/4.jpg,MOURNING DOVE,JAVA SPARROW,58.83,False
/content/test/MOURNING DOVE/5.jpg,MOURNING DOVE,MOURNING DOVE,99.9,True
/content/test/MYNA/1.jpg,MYNA,MYNA,99.92,True
/content/test/MYNA/2.jpg,MYNA,MYNA,96.72,True
/content/test/MYNA/3.jpg,MYNA,MYNA,99.98,True
/content/test/MYNA/4.jpg,MYNA,MYNA,99.06,True
/content/test/MYNA/5.jpg,MYNA,MYNA,99.99,True
/content/test/NICOBAR PIGEON/1.jpg,NICOBAR PIGEON,NICOBAR PIGEON,100.0,True
/content/test/NICOBAR PIGEON/2.jpg,NICOBAR PIGEON,NICOBAR PIGEON,99.99,True
/content/test/NICOBAR PIGEON/3.jpg,NICOBAR PIGEON,NICOBAR PIGEON,96.46,True
/content/test/NICOBAR PIGEON/4.jpg,NICOBAR PIGEON,NICOBAR PIGEON,100.0,True
/content/test/NICOBAR PIGEON/5.jpg,NICOBAR PIGEON,NICOBAR PIGEON,99.99,True
/content/test/NOISY FRIARBIRD/1.jpg,NOISY FRIARBIRD,NOISY FRIARBIRD,99.89,True
/content/test/NOISY FRIARBIRD/2.jpg,NOISY FRIARBIRD,NOISY FRIARBIRD,99.3,True
/content/test/NOISY FRIARBIRD/3.jpg,NOISY FRIARBIRD,NOISY FRIARBIRD,46.56,True
/content/test/NOISY FRIARBIRD/4.jpg,NOISY FRIARBIRD,NOISY FRIARBIRD,99.89,True
/content/test/NOISY FRIARBIRD/5.jpg,NOISY FRIARBIRD,NOISY FRIARBIRD,77.42,True
/content/test/NORTHERN BEARDLESS TYRANNULET/1.jpg,NORTHERN BEARDLESS TYRANNULET,GREATER PEWEE,51.09,False
/content/test/NORTHERN BEARDLESS TYRANNULET/2.jpg,NORTHERN BEARDLESS TYRANNULET,TAILORBIRD,15.13,False
/content/test/NORTHERN BEARDLESS TYRANNULET/3.jpg,NORTHERN BEARDLESS TYRANNULET,NORTHERN BEARDLESS TYRANNULET,31.1,True
/content/test/NORTHERN BEARDLESS TYRANNULET/4.jpg,NORTHERN BEARDLESS TYRANNULET,GRAY KINGBIRD,46.23,False
/content/test/NORTHERN BEARDLESS TYRANNULET/5.jpg,NORTHERN BEARDLESS TYRANNULET,PHAINOPEPLA,54.07,False
/content/test/NORTHERN CARDINAL/1.jpg,NORTHERN CARDINAL,NORTHERN CARDINAL,96.23,True
/content/test/NORTHERN CARDINAL/2.jpg,NORTHERN CARDINAL,NORTHERN CARDINAL,96.55,True
/content/test/NORTHERN CARDINAL/3.jpg,NORTHERN CARDINAL,NORTHERN CARDINAL,99.67,True
/content/test/NORTHERN CARDINAL/4.jpg,NORTHERN CARDINAL,NORTHERN CARDINAL,76.37,True
/content/test/NORTHERN CARDINAL/5.jpg,NORTHERN CARDINAL,NORTHERN CARDINAL,98.15,True
/content/test/NORTHERN FLICKER/1.jpg,NORTHERN FLICKER,NORTHERN FLICKER,99.94,True
/content/test/NORTHERN FLICKER/2.jpg,NORTHERN FLICKER,NORTHERN FLICKER,90.27,True
/content/test/NORTHERN FLICKER/3.jpg,NORTHERN FLICKER,NORTHERN FLICKER,71.9,True
/content/test/NORTHERN FLICKER/4.jpg,NORTHERN FLICKER,NORTHERN FLICKER,99.34,True
/content/test/NORTHERN FLICKER/5.jpg,NORTHERN FLICKER,NORTHERN FLICKER,97.25,True
/content/test/NORTHERN FULMAR/1.jpg,NORTHERN FULMAR,NORTHERN FULMAR,62.87,True
/content/test/NORTHERN FULMAR/2.jpg,NORTHERN FULMAR,NORTHERN FULMAR,95.42,True
/content/test/NORTHERN FULMAR/3.jpg,NORTHERN FULMAR,NORTHERN FULMAR,98.25,True
/content/test/NORTHERN FULMAR/4.jpg,NORTHERN FULMAR,NORTHERN FULMAR,76.47,True
/content/test/NORTHERN FULMAR/5.jpg,NORTHERN FULMAR,ALBATROSS,52.08,False
/content/test/NORTHERN GANNET/1.jpg,NORTHERN GANNET,NORTHERN GANNET,99.5,True
/content/test/NORTHERN GANNET/2.jpg,NORTHERN GANNET,NORTHERN GANNET,89.35,True
/content/test/NORTHERN GANNET/3.jpg,NORTHERN GANNET,NORTHERN GANNET,99.8,True
/content/test/NORTHERN GANNET/4.jpg,NORTHERN GANNET,NORTHERN GANNET,99.87,True
/content/test/NORTHERN GANNET/5.jpg,NORTHERN GANNET,NORTHERN GANNET,68.37,True
/content/test/NORTHERN GOSHAWK/1.jpg,NORTHERN GOSHAWK,NORTHERN GOSHAWK,52.08,True
/content/test/NORTHERN GOSHAWK/2.jpg,NORTHERN GOSHAWK,NORTHERN GOSHAWK,96.28,True
/content/test/NORTHERN GOSHAWK/3.jpg,NORTHERN GOSHAWK,NORTHERN GOSHAWK,94.49,True
/content/test/NORTHERN GOSHAWK/4.jpg,NORTHERN GOSHAWK,NORTHERN GOSHAWK,99.71,True
/content/test/NORTHERN GOSHAWK/5.jpg,NORTHERN GOSHAWK,NORTHERN GOSHAWK,97.4,True
/content/test/NORTHERN JACANA/1.jpg,NORTHERN JACANA,NORTHERN JACANA,99.99,True
/content/test/NORTHERN JACANA/2.jpg,NORTHERN JACANA,NORTHERN JACANA,99.84,True
/content/test/NORTHERN JACANA/3.jpg,NORTHERN JACANA,NORTHERN JACANA,100.0,True
/content/test/NORTHERN JACANA/4.jpg,NORTHERN JACANA,NORTHERN JACANA,99.97,True
/content/test/NORTHERN JACANA/5.jpg,NORTHERN JACANA,NORTHERN JACANA,93.82,True
/content/test/NORTHERN MOCKINGBIRD/1.jpg,NORTHERN MOCKINGBIRD,GRAY KINGBIRD,47.08,False
/content/test/NORTHERN MOCKINGBIRD/2.jpg,NORTHERN MOCKINGBIRD,GRAY KINGBIRD,27.06,False
/content/test/NORTHERN MOCKINGBIRD/3.jpg,NORTHERN MOCKINGBIRD,NORTHERN MOCKINGBIRD,37.87,True
/content/test/NORTHERN MOCKINGBIRD/4.jpg,NORTHERN MOCKINGBIRD,NORTHERN MOCKINGBIRD,99.16,True
/content/test/NORTHERN MOCKINGBIRD/5.jpg,NORTHERN MOCKINGBIRD,NORTHERN MOCKINGBIRD,70.69,True
/content/test/NORTHERN PARULA/1.jpg,NORTHERN PARULA,NORTHERN PARULA,96.74,True
/content/test/NORTHERN PARULA/2.jpg,NORTHERN PARULA,NORTHERN PARULA,45.42,True
/content/test/NORTHERN PARULA/3.jpg,NORTHERN PARULA,NORTHERN PARULA,98.8,True
/content/test/NORTHERN PARULA/4.jpg,NORTHERN PARULA,NORTHERN PARULA,93.77,True
/content/test/NORTHERN PARULA/5.jpg,NORTHERN PARULA,NORTHERN PARULA,94.5,True
/content/test/NORTHERN RED BISHOP/1.jpg,NORTHERN RED BISHOP,NORTHERN RED BISHOP,91.9,True
/content/test/NORTHERN RED BISHOP/2.jpg,NORTHERN RED BISHOP,NORTHERN RED BISHOP,97.97,True
/content/test/NORTHERN RED BISHOP/3.jpg,NORTHERN RED BISHOP,NORTHERN RED BISHOP,99.57,True
/content/test/NORTHERN RED BISHOP/4.jpg,NORTHERN RED BISHOP,NORTHERN RED BISHOP,98.95,True
/content/test/NORTHERN RED BISHOP/5.jpg,NORTHERN RED BISHOP,NORTHERN RED BISHOP,94.51,True
/content/test/NORTHERN SHOVELER/1.jpg,NORTHERN SHOVELER,NORTHERN SHOVELER,100.0,True
/content/test/NORTHERN SHOVELER/2.jpg,NORTHERN SHOVELER,NORTHERN SHOVELER,99.95,True
/content/test/NORTHERN SHOVELER/3.jpg,NORTHERN SHOVELER,NORTHERN SHOVELER,99.35,True
/content/test/NORTHERN SHOVELER/4.jpg,NORTHERN SHOVELER,NORTHERN SHOVELER,99.99,True
/content/test/NORTHERN SHOVELER/5.jpg,NORTHERN SHOVELER,NORTHERN SHOVELER,99.98,True
/content/test/OCELLATED TURKEY/1.jpg,OCELLATED TURKEY,OCELLATED TURKEY,99.76,True
/content/test/OCELLATED TURKEY/2.jpg,OCELLATED TURKEY,OCELLATED TURKEY,99.58,True
/content/test/OCELLATED TURKEY/3.jpg,OCELLATED TURKEY,OCELLATED TURKEY,74.65,True
/content/test/OCELLATED TURKEY/4.jpg,OCELLATED TURKEY,OCELLATED TURKEY,98.36,True
/content/test/OCELLATED TURKEY/5.jpg,OCELLATED TURKEY,OCELLATED TURKEY,99.74,True
/content/test/OILBIRD/1.jpg,OILBIRD,OILBIRD,89.7,True
/content/test/OILBIRD/2.jpg,OILBIRD,OILBIRD,99.88,True
/content/test/OILBIRD/3.jpg,OILBIRD,OILBIRD,99.93,True
/content/test/OILBIRD/4.jpg,OILBIRD,OILBIRD,99.99,True
/content/test/OILBIRD/5.jpg,OILBIRD,OILBIRD,96.24,True
/content/test/OKINAWA RAIL/1.jpg,OKINAWA RAIL,OKINAWA RAIL,99.08,True
/content/test/OKINAWA RAIL/2.jpg,OKINAWA RAIL,OKINAWA RAIL,93.36,True
/content/test/OKINAWA RAIL/3.jpg,OKINAWA RAIL,OKINAWA RAIL,99.53,True
/content/test/OKINAWA RAIL/4.jpg,OKINAWA RAIL,OKINAWA RAIL,90.4,True
/content/test/OKINAWA RAIL/5.jpg,OKINAWA RAIL,OKINAWA RAIL,98.9,True
/content/test/ORANGE BREASTED TROGON/1.jpg,ORANGE BREASTED TROGON,ORANGE BREASTED TROGON,98.65,True
/content/test/ORANGE BREASTED TROGON/2.jpg,ORANGE BREASTED TROGON,ORANGE BREASTED TROGON,93.89,True
/content/test/ORANGE BREASTED TROGON/3.jpg,ORANGE BREASTED TROGON,ORANGE BREASTED TROGON,94.29,True
/content/test/ORANGE BREASTED TROGON/4.jpg,ORANGE BREASTED TROGON,ORANGE BREASTED TROGON,97.97,True
/content/test/ORANGE BREASTED TROGON/5.jpg,ORANGE BREASTED TROGON,BLACK HEADED CAIQUE,58.91,False
/content/test/ORANGE BRESTED BUNTING/1.jpg,ORANGE BRESTED BUNTING,ORANGE BRESTED BUNTING,92.42,True
/content/test/ORANGE BRESTED BUNTING/2.jpg,ORANGE BRESTED BUNTING,ORANGE BRESTED BUNTING,92.3,True
/content/test/ORANGE BRESTED BUNTING/3.jpg,ORANGE BRESTED BUNTING,ORANGE BRESTED BUNTING,96.96,True
/content/test/ORANGE BRESTED BUNTING/4.jpg,ORANGE BRESTED BUNTING,ORANGE BRESTED BUNTING,77.64,True
/content/test/ORANGE BRESTED BUNTING/5.jpg,ORANGE BRESTED BUNTING,ORANGE BRESTED BUNTING,57.75,True
/content/test/ORIENTAL BAY OWL/1.jpg,ORIENTAL BAY OWL,ORIENTAL BAY OWL,99.33,True
/content/test/ORIENTAL BAY OWL/2.jpg,ORIENTAL BAY OWL,ORIENTAL BAY OWL,99.85,True
/content/test/ORIENTAL BAY OWL/3.jpg,ORIENTAL BAY OWL,ORIENTAL BAY OWL,99.98,True
/content/test/ORIENTAL BAY OWL/4.jpg,ORIENTAL BAY OWL,ORIENTAL BAY OWL,99.93,True
/content/test/ORIENTAL BAY OWL/5.jpg,ORIENTAL BAY OWL,ORIENTAL BAY OWL,99.97,True
/content/test/ORNATE HAWK EAGLE/1.jpg,ORNATE HAWK EAGLE,SNOWY OWL,41.09,False
/content/test/ORNATE HAWK EAGLE/2.jpg,ORNATE HAWK EAGLE,ORNATE HAWK EAGLE,66.34,True
